transaction_id,transaction_date,store_id,product_id,customer_id,is_guest,quantity,unit_price,extended_amount,total_amount,discount_amount,has_discount,is_return
TXN10310,2026-04-13,S010,P025,CUST0079,False,3,140.26,420.78,420.78,0.0,False,False
TXN10226,2026-05-27,S010,P003,GUEST,True,3,134.2,402.6,402.6,0.0,False,False
TXN10335,2026-03-09,S007,P023,CUST0083,False,2,108.28,216.56,216.56,0.0,False,False
TXN10309,2026-03-25,S007,P021,CUST0112,False,2,129.12,258.24,258.24,0.0,False,False
TXN10078,2026-03-29,S008,P018,CUST0296,False,2,107.56,215.12,215.12,0.0,False,False
TXN10013,2026-03-24,S012,P026,CUST0127,False,5,54.13,270.65,270.65,0.0,False,False
TXN10104,2026-04-02,S002,P005,CUST0180,False,4,141.61,566.44,528.49,37.95,True,False
TXN10435,2026-04-28,S002,P015,CUST0030,False,5,245.84,1229.2,1229.2,0.0,False,False
TXN10131,2026-04-23,S013,P029,CUST0287,False,2,155.01,310.02,310.02,0.0,False,False
TXN10431,2026-05-12,S001,P019,CUST0188,False,4,193.38,773.52,773.52,0.0,False,False
TXN10432,2026-04-30,S014,P011,CUST0186,False,1,224.93,224.93,224.93,0.0,False,False
TXN10171,2026-05-13,S011,P002,CUST0207,False,2,147.38,294.76,294.76,0.0,False,False
TXN10265,2026-04-14,S002,P020,CUST0012,False,1,26.47,26.47,26.47,0.0,False,False
TXN10099,2026-05-15,S009,P008,CUST0127,False,1,12.81,12.81,12.81,0.0,False,False
TXN10028,2026-03-18,S006,P009,CUST0101,False,1,67.73,67.73,67.73,0.0,False,False
TXN10370,2026-06-01,S013,P008,CUST0007,False,5,12.81,64.05,64.05,0.0,False,False
TXN10317,2026-03-06,S011,P022,CUST0113,False,3,216.88,650.64,650.64,0.0,False,False
TXN10307,2026-05-14,S004,P017,CUST0224,False,4,126.96,507.84,507.84,0.0,False,False
TXN10395,2026-05-08,S003,P017,CUST0178,False,1,126.96,126.96,126.96,0.0,False,False
TXN10175,2026-05-10,S008,P023,CUST0006,False,1,108.28,108.28,108.28,0.0,False,False
TXN20012,2026-04-20,S010,P003,CUST0024,False,-5,134.2,-671.0,-671.0,0.0,False,True
TXN10360,2026-05-17,S003,P029,CUST0212,False,2,155.01,310.02,310.02,0.0,False,False
TXN10064,2026-04-14,S011,P020,CUST0176,False,5,26.47,132.35,132.35,0.0,False,False
TXN10437,2026-05-31,S012,P003,CUST0211,False,3,134.2,402.6,402.6,0.0,False,False
TXN10117,2026-05-30,S014,P021,CUST0084,False,3,129.12,387.36,323.06,64.3,True,False
TXN10122,2026-03-27,S003,P017,CUST0181,False,3,126.96,380.88,380.88,0.0,False,False
TXN10025,2026-03-14,S013,P003,CUST0037,False,4,134.2,536.8,536.8,0.0,False,False
TXN10295,2026-05-27,S007,P007,CUST0280,False,2,104.92,209.84,209.84,0.0,False,False
TXN10159,2026-04-05,S010,P015,CUST0029,False,5,245.84,1229.2,1229.2,0.0,False,False
TXN10232,2026-04-10,S014,P005,GUEST,True,1,141.61,141.61,141.61,0.0,False,False
TXN10293,2026-04-29,S006,P014,CUST0249,False,1,27.98,27.98,27.98,0.0,False,False
TXN10273,2026-04-20,S011,P007,CUST0015,False,3,104.92,314.76,314.76,0.0,False,False
TXN10418,2026-05-09,S009,P025,CUST0037,False,1,140.26,140.26,140.26,0.0,False,False
TXN10103,2026-04-30,S002,P023,CUST0098,False,5,108.28,541.4,495.38,46.02,True,False
TXN10208,2026-04-05,S006,P009,GUEST,True,5,67.73,338.65,338.65,0.0,False,False
TXN10145,2026-05-12,S015,P022,CUST0128,False,3,216.88,650.64,650.64,0.0,False,False
TXN10060,2026-05-17,S006,P026,CUST0280,False,4,54.13,216.52,216.52,0.0,False,False
TXN10035,2026-05-09,S012,P011,CUST0287,False,4,224.93,899.72,899.72,0.0,False,False
TXN10315,2026-04-30,S001,P004,CUST0120,False,1,10.53,10.53,10.53,0.0,False,False
TXN10323,2026-05-07,S014,P009,CUST0116,False,5,67.73,338.65,338.65,0.0,False,False
TXN10203,2026-04-18,S001,P016,GUEST,True,5,24.52,122.6,122.6,0.0,False,False
TXN10161,2026-03-22,S013,P003,CUST0135,False,4,134.2,536.8,536.8,0.0,False,False
TXN10224,2026-05-16,S011,P008,GUEST,True,4,12.81,51.24,51.24,0.0,False,False
TXN10134,2026-04-22,S006,P010,CUST0159,False,4,237.08,948.32,948.32,0.0,False,False
TXN10228,2026-04-02,S003,P015,GUEST,True,3,245.84,737.52,737.52,0.0,False,False
TXN10056,2026-04-21,S007,P023,CUST0274,False,3,108.28,324.84,324.84,0.0,False,False
TXN10204,2026-05-16,S006,P023,GUEST,True,5,108.28,541.4,541.4,0.0,False,False
TXN10001,2026-04-12,S012,P014,CUST0242,False,4,27.98,111.92,111.92,0.0,False,False
TXN10034,2026-05-17,S008,P008,CUST0203,False,1,12.81,12.81,12.81,0.0,False,False
TXN10057,2026-03-07,S008,P012,CUST0170,False,1,123.17,123.17,123.17,0.0,False,False
TXN20023,2026-04-09,S006,P028,CUST0199,False,-3,69.62,-208.86,-208.86,0.0,False,True
TXN10036,2026-05-12,S011,P013,CUST0031,False,5,37.22,186.1,186.1,0.0,False,False
TXN10347,2026-05-18,S012,P029,CUST0255,False,3,155.01,465.03,465.03,0.0,False,False
TXN10097,2026-05-28,S011,P022,CUST0053,False,4,216.88,867.52,867.52,0.0,False,False
TXN10343,2026-04-09,S005,P028,CUST0277,False,5,69.62,348.1,348.1,0.0,False,False
TXN10414,2026-04-07,S004,P020,CUST0037,False,4,26.47,105.88,105.88,0.0,False,False
TXN10037,2026-03-28,S014,P019,CUST0295,False,3,193.38,580.14,580.14,0.0,False,False
TXN10140,2026-04-28,S014,P005,CUST0133,False,4,141.61,566.44,566.44,0.0,False,False
TXN10449,2026-04-07,S008,P003,CUST0225,False,3,134.2,402.6,402.6,0.0,False,False
TXN10166,2026-04-04,S001,P020,CUST0205,False,4,26.47,105.88,105.88,0.0,False,False
TXN10351,2026-03-10,S008,P005,CUST0162,False,3,141.61,424.83,424.83,0.0,False,False
TXN10279,2026-05-12,S005,P003,CUST0196,False,5,134.2,671.0,671.0,0.0,False,False
TXN10073,2026-04-15,S003,P017,CUST0212,False,2,126.96,253.92,253.92,0.0,False,False
TXN20025,2026-03-12,S015,P030,CUST0096,False,-3,76.48,-229.44,-229.44,0.0,False,True
TXN10236,2026-04-13,S007,P030,GUEST,True,3,76.48,229.44,229.44,0.0,False,False
TXN10215,2026-04-15,S003,P009,GUEST,True,1,67.73,67.73,67.73,0.0,False,False
TXN10457,2026-04-12,S013,P006,CUST0258,False,3,242.36,727.08,727.08,0.0,False,False
TXN10322,2026-03-25,S015,P014,CUST0056,False,4,27.98,111.92,111.92,0.0,False,False
TXN10264,2026-04-06,S012,P008,CUST0011,False,4,12.81,51.24,51.24,0.0,False,False
TXN10240,2026-05-04,S003,P030,GUEST,True,2,76.48,152.96,152.96,0.0,False,False
TXN10460,2026-05-29,S009,P023,CUST0206,False,2,108.28,216.56,216.56,0.0,False,False
TXN10083,2026-05-29,S003,P011,CUST0293,False,4,224.93,899.72,899.72,0.0,False,False
TXN10459,2026-04-24,S005,P003,CUST0286,False,4,134.2,536.8,536.8,0.0,False,False
TXN10137,2026-03-11,S006,P029,CUST0047,False,3,155.01,465.03,465.03,0.0,False,False
TXN10387,2026-05-26,S001,P019,CUST0083,False,4,193.38,773.52,773.52,0.0,False,False
TXN10065,2026-05-20,S011,P028,CUST0003,False,1,69.62,69.62,69.62,0.0,False,False
TXN10410,2026-05-04,S012,P002,CUST0237,False,2,147.38,294.76,294.76,0.0,False,False
TXN10009,2026-04-01,S005,P015,CUST0091,False,5,245.84,1229.2,1229.2,0.0,False,False
TXN10114,2026-03-28,S013,P025,CUST0041,False,2,140.26,280.52,247.42,33.1,True,False
TXN10213,2026-04-24,S002,P005,GUEST,True,2,141.61,283.22,283.22,0.0,False,False
TXN10029,2026-05-01,S002,P011,CUST0010,False,4,224.93,899.72,899.72,0.0,False,False
TXN10210,2026-05-24,S013,P004,GUEST,True,2,10.53,21.06,21.06,0.0,False,False
TXN10314,2026-05-19,S004,P022,CUST0129,False,5,216.88,1084.4,1084.4,0.0,False,False
TXN10100,2026-04-01,S002,P015,CUST0198,False,1,245.84,245.84,245.84,0.0,False,False
TXN10354,2026-03-07,S003,P030,CUST0178,False,5,76.48,382.4,382.4,0.0,False,False
TXN10053,2026-05-09,S011,P004,CUST0044,False,5,10.53,52.65,52.65,0.0,False,False
TXN10054,2026-04-15,S009,P027,CUST0093,False,4,195.34,781.36,781.36,0.0,False,False
TXN10424,2026-04-08,S008,P001,CUST0014,False,2,157.39,314.78,314.78,0.0,False,False
TXN10182,2026-04-26,S001,P006,CUST0213,False,5,242.36,1211.8,1211.8,0.0,False,False
TXN10168,2026-05-08,S009,P023,CUST0009,False,4,108.28,433.12,433.12,0.0,False,False
TXN10044,2026-04-06,S009,P027,CUST0210,False,4,195.34,781.36,781.36,0.0,False,False
TXN10146,2026-03-19,S003,P023,CUST0141,False,5,108.28,541.4,541.4,0.0,False,False
TXN20027,2026-04-21,S001,P009,CUST0196,False,-3,67.73,-203.19,-203.19,0.0,False,True
TXN10391,2026-05-21,S006,P003,CUST0089,False,1,134.2,134.2,134.2,0.0,False,False
TXN10233,2026-03-08,S007,P018,GUEST,True,4,107.56,430.24,430.24,0.0,False,False
TXN10132,2026-05-20,S008,P027,CUST0036,False,1,195.34,195.34,195.34,0.0,False,False
TXN10110,2026-04-25,S012,P026,CUST0055,False,2,54.13,108.26,87.37,20.89,True,False
TXN10338,2026-05-04,S008,P022,CUST0146,False,3,216.88,650.64,650.64,0.0,False,False
TXN10178,2026-04-25,S014,P030,CUST0017,False,2,76.48,152.96,152.96,0.0,False,False
TXN10398,2026-05-12,S013,P028,CUST0161,False,4,69.62,278.48,278.48,0.0,False,False
TXN10222,2026-05-16,S010,P005,GUEST,True,1,141.61,141.61,141.61,0.0,False,False
TXN10330,2026-03-22,S015,P020,CUST0082,False,5,26.47,132.35,132.35,0.0,False,False
TXN10089,2026-05-27,S006,P006,CUST0180,False,5,242.36,1211.8,1211.8,0.0,False,False
TXN10373,2026-05-07,S006,P009,CUST0191,False,4,67.73,270.92,270.92,0.0,False,False
TXN10090,2026-03-12,S015,P030,CUST0096,False,3,76.48,229.44,229.44,0.0,False,False
TXN10325,2026-04-15,S002,P010,CUST0217,False,4,237.08,948.32,948.32,0.0,False,False
TXN10002,2026-05-07,S002,P024,CUST0208,False,2,196.2,392.4,392.4,0.0,False,False
TXN10216,2026-03-31,S014,P015,GUEST,True,3,245.84,737.52,737.52,0.0,False,False
TXN10160,2026-03-28,S004,P012,CUST0126,False,4,123.17,492.68,492.68,0.0,False,False
TXN10297,2026-05-25,S008,P028,CUST0020,False,5,69.62,348.1,348.1,0.0,False,False
TXN10433,2026-05-27,S008,P024,CUST0149,False,5,196.2,981.0,981.0,0.0,False,False
TXN10005,2026-04-16,S001,P008,CUST0084,False,5,12.81,64.05,64.05,0.0,False,False
TXN10450,2026-05-03,S013,P009,CUST0069,False,1,67.73,67.73,67.73,0.0,False,False
TXN10346,2026-04-24,S008,P026,CUST0152,False,4,54.13,216.52,216.52,0.0,False,False
TXN10320,2026-03-26,S010,P030,CUST0104,False,2,76.48,152.96,152.96,0.0,False,False
TXN10067,2026-05-27,S010,P007,CUST0298,False,2,104.92,209.84,209.84,0.0,False,False
TXN10020,2026-03-12,S008,P010,CUST0112,False,3,237.08,711.24,711.24,0.0,False,False
TXN10045,2026-03-24,S011,P025,CUST0038,False,3,140.26,420.78,420.78,0.0,False,False
TXN10022,2026-04-08,S003,P010,CUST0048,False,4,237.08,948.32,948.32,0.0,False,False
TXN10027,2026-04-21,S006,P012,CUST0028,False,5,123.17,615.85,615.85,0.0,False,False
TXN10363,2026-03-28,S013,P022,CUST0004,False,2,216.88,433.76,433.76,0.0,False,False
TXN10189,2026-03-09,S013,P025,CUST0131,False,3,140.26,420.78,420.78,0.0,False,False
TXN10118,2026-05-23,S010,P001,CUST0085,False,2,157.39,314.78,274.49,40.29,True,False
TXN10453,2026-05-19,S003,P003,CUST0211,False,3,134.2,402.6,402.6,0.0,False,False
TXN10167,2026-04-08,S005,P024,CUST0239,False,1,196.2,196.2,196.2,0.0,False,False
TXN10250,2026-04-25,S006,P016,CUST0189,False,1,24.52,24.52,24.52,0.0,False,False
TXN10390,2026-06-01,S013,P016,CUST0193,False,3,24.52,73.56,73.56,0.0,False,False
TXN10278,2026-04-23,S015,P023,CUST0115,False,3,108.28,324.84,324.84,0.0,False,False
TXN10291,2026-05-23,S013,P007,CUST0114,False,2,104.92,209.84,209.84,0.0,False,False
TXN10417,2026-05-28,S008,P015,CUST0060,False,5,245.84,1229.2,1229.2,0.0,False,False
TXN10143,2026-03-13,S004,P010,CUST0210,False,2,237.08,474.16,474.16,0.0,False,False
TXN10242,2026-05-28,S001,P003,CUST0231,False,2,134.2,268.4,268.4,0.0,False,False
TXN10193,2026-05-10,S006,P020,CUST0090,False,3,26.47,79.41,79.41,0.0,False,False
TXN10173,2026-04-19,S010,P023,CUST0253,False,1,108.28,108.28,108.28,0.0,False,False
TXN10084,2026-04-01,S006,P002,CUST0168,False,1,147.38,147.38,147.38,0.0,False,False
TXN10294,2026-05-01,S002,P016,CUST0077,False,5,24.52,122.6,122.6,0.0,False,False
TXN10039,2026-04-14,S003,P020,CUST0117,False,5,26.47,132.35,132.35,0.0,False,False
TXN10408,2026-04-29,S012,P025,CUST0229,False,1,140.26,140.26,140.26,0.0,False,False
TXN10439,2026-03-08,S007,P008,CUST0134,False,4,12.81,51.24,51.24,0.0,False,False
TXN10456,2026-05-30,S009,P015,CUST0287,False,5,245.84,1229.2,1229.2,0.0,False,False
TXN10381,2026-05-06,S011,P025,CUST0209,False,2,140.26,280.52,280.52,0.0,False,False
TXN10069,2026-05-16,S013,P028,CUST0133,False,5,69.62,348.1,348.1,0.0,False,False
TXN10018,2026-04-15,S008,P023,CUST0276,False,5,108.28,541.4,541.4,0.0,False,False
TXN10214,2026-05-24,S012,P028,GUEST,True,5,69.62,348.1,348.1,0.0,False,False
TXN10447,2026-03-18,S007,P025,CUST0086,False,5,140.26,701.3,701.3,0.0,False,False
TXN10388,2026-05-06,S001,P023,CUST0284,False,2,108.28,216.56,216.56,0.0,False,False
TXN10430,2026-04-28,S003,P022,CUST0244,False,5,216.88,1084.4,1084.4,0.0,False,False
TXN10080,2026-04-18,S005,P003,CUST0289,False,1,134.2,134.2,134.2,0.0,False,False
TXN10007,2026-04-30,S010,P028,CUST0155,False,3,69.62,208.86,208.86,0.0,False,False
TXN10197,2026-05-01,S006,P027,CUST0072,False,4,195.34,781.36,781.36,0.0,False,False
TXN10059,2026-05-31,S015,P024,CUST0042,False,1,196.2,196.2,196.2,0.0,False,False
TXN10075,2026-04-06,S002,P023,CUST0101,False,5,108.28,541.4,541.4,0.0,False,False
TXN10427,2026-03-17,S009,P025,CUST0292,False,1,140.26,140.26,140.26,0.0,False,False
TXN10227,2026-03-13,S007,P023,GUEST,True,3,108.28,324.84,324.84,0.0,False,False
TXN10116,2026-04-09,S002,P006,CUST0062,False,4,242.36,969.44,839.54,129.9,True,False
TXN10185,2026-05-26,S004,P018,CUST0177,False,4,107.56,430.24,430.24,0.0,False,False
TXN10366,2026-05-31,S014,P008,CUST0210,False,5,12.81,64.05,64.05,0.0,False,False
TXN10379,2026-04-23,S008,P023,CUST0054,False,1,108.28,108.28,108.28,0.0,False,False
TXN10004,2026-03-20,S008,P027,CUST0071,False,2,195.34,390.68,390.68,0.0,False,False
TXN10415,2026-05-14,S012,P009,CUST0180,False,5,67.73,338.65,338.65,0.0,False,False
TXN10087,2026-05-18,S006,P003,CUST0133,False,5,134.2,671.0,671.0,0.0,False,False
TXN10164,2026-04-08,S013,P025,CUST0139,False,3,140.26,420.78,420.78,0.0,False,False
TXN10404,2026-05-30,S010,P017,CUST0014,False,3,126.96,380.88,380.88,0.0,False,False
TXN10394,2026-04-10,S004,P017,CUST0053,False,2,126.96,253.92,253.92,0.0,False,False
TXN10281,2026-04-04,S002,P030,CUST0030,False,2,76.48,152.96,152.96,0.0,False,False
TXN10365,2026-03-09,S001,P012,CUST0031,False,5,123.17,615.85,615.85,0.0,False,False
TXN10010,2026-05-30,S013,P019,CUST0034,False,3,193.38,580.14,580.14,0.0,False,False
TXN10181,2026-03-13,S014,P017,CUST0106,False,2,126.96,253.92,253.92,0.0,False,False
TXN10455,2026-04-28,S008,P009,CUST0175,False,1,67.73,67.73,67.73,0.0,False,False
TXN10425,2026-04-21,S009,P028,CUST0110,False,1,69.62,69.62,69.62,0.0,False,False
TXN10276,2026-04-06,S007,P010,CUST0289,False,3,237.08,711.24,711.24,0.0,False,False
TXN10062,2026-04-18,S003,P025,CUST0173,False,1,140.26,140.26,140.26,0.0,False,False
TXN20001,2026-04-24,S008,P026,CUST0039,False,-2,54.13,-108.26,-108.26,0.0,False,True
TXN10267,2026-05-04,S005,P001,CUST0259,False,1,157.39,157.39,157.39,0.0,False,False
TXN10416,2026-03-09,S003,P014,CUST0264,False,5,27.98,139.9,139.9,0.0,False,False
TXN10375,2026-05-11,S008,P029,CUST0056,False,5,155.01,775.05,775.05,0.0,False,False
TXN10282,2026-05-04,S014,P008,CUST0282,False,5,12.81,64.05,64.05,0.0,False,False
TXN10438,2026-03-06,S003,P030,CUST0065,False,2,76.48,152.96,152.96,0.0,False,False
TXN10371,2026-03-08,S012,P015,CUST0085,False,5,245.84,1229.2,1229.2,0.0,False,False
TXN10026,2026-04-21,S002,P026,CUST0149,False,4,54.13,216.52,216.52,0.0,False,False
TXN10270,2026-03-07,S005,P004,CUST0248,False,1,10.53,10.53,10.53,0.0,False,False
TXN10384,2026-05-05,S011,P010,CUST0170,False,5,237.08,1185.4,1185.4,0.0,False,False
TXN10202,2026-05-01,S003,P025,GUEST,True,1,140.26,140.26,140.26,0.0,False,False
TXN20029,2026-04-01,S010,P004,CUST0041,False,-2,10.53,-21.06,-21.06,0.0,False,True
TXN10231,2026-03-19,S003,P016,GUEST,True,1,24.52,24.52,24.52,0.0,False,False
TXN10284,2026-05-03,S011,P001,CUST0173,False,5,157.39,786.95,786.95,0.0,False,False
TXN10241,2026-05-10,S011,P001,CUST0166,False,5,157.39,786.95,786.95,0.0,False,False
TXN10289,2026-03-25,S013,P005,CUST0153,False,2,141.61,283.22,283.22,0.0,False,False
TXN10407,2026-05-28,S006,P003,CUST0266,False,2,134.2,268.4,268.4,0.0,False,False
TXN10120,2026-03-28,S014,P012,CUST0294,False,5,123.17,615.85,569.66,46.19,True,False
TXN10012,2026-05-16,S005,P014,CUST0213,False,4,27.98,111.92,111.92,0.0,False,False
TXN10183,2026-04-06,S005,P016,CUST0075,False,1,24.52,24.52,24.52,0.0,False,False
TXN10399,2026-03-19,S002,P003,CUST0195,False,3,134.2,402.6,402.6,0.0,False,False
TXN10300,2026-03-11,S010,P022,CUST0127,False,1,216.88,216.88,216.88,0.0,False,False
TXN10246,2026-03-18,S012,P018,CUST0270,False,2,107.56,215.12,215.12,0.0,False,False
TXN10095,2026-04-19,S015,P028,CUST0141,False,3,69.62,208.86,208.86,0.0,False,False
TXN10403,2026-04-24,S005,P029,CUST0003,False,1,155.01,155.01,155.01,0.0,False,False
TXN20013,2026-03-29,S008,P018,CUST0296,False,-2,107.56,-215.12,-215.12,0.0,False,True
TXN10301,2026-03-22,S005,P014,CUST0038,False,3,27.98,83.94,83.94,0.0,False,False
